STATEFP,COUNTYFP,NAME,NAMELSAD,AGENCY,LARNAME,Tribe Name,State has Criminal Jurisdiction?,PL280?,Retrocession?,Retrocession Date,Partial Jurisdiction?,notes,citations,Uncertain/Needs lawyer confirmation,Error
55,19,Clark,Clark County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,57,Juneau,Juneau County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,113,Sawyer,Sawyer County,Great Lakes,Lac Courte Oreilles LAR,Lac Courte Oreilles,1,1,,,,"Tribe seems to have begun process of retroceding in 2022, but not completed",,,
55,85,Oneida,Oneida County,Great Lakes,Lac du Flambeau LAR,Lac Du Flambeau of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation,1,1,,,,,,,
55,125,Vilas,Vilas County,Great Lakes,Lac du Flambeau LAR,Lac Du Flambeau of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation,1,1,,,,,,,
55,51,Iron,Iron County,Great Lakes,Lac du Flambeau LAR,Lac Du Flambeau of Lake Superior Chippewa Indians of the Lac du Flambeau Reservation,1,1,,,,,,,
55,67,Langlade,Langlade County,Midwest Regional Office,Menominee LAR,Menominee Indian Tribe of Wisconsin,0,,1,1973,,The Menominee Indian Tribe retroceeded its jurisdiction in 1973.,MENOMINEE TRIBE OF WISCONSIN: Restoration OF FEDERAL SUPERVISION �903 (1973). https://www.menominee-nsn.gov/CulturePages/Documents/RestorationAct.pdf.,,
55,83,Oconto,Oconto County,Midwest Regional Office,Menominee LAR,Menominee Indian Tribe of Wisconsin,0,,1,1973,,The Menominee Indian Tribe retroceeded its jurisdiction in 1973.,,,
55,115,Shawano,Shawano County,Midwest Regional Office,Menominee LAR,Menominee Indian Tribe of Wisconsin,0,,1,1973,,The Menominee Indian Tribe retroceeded its jurisdiction in 1973.,,,
55,78,Menominee,Menominee County,Midwest Regional Office,Menominee LAR,Menominee Indian Tribe of Wisconsin,0,,1,1973,,The Menominee Indian Tribe retroceeded its jurisdiction in 1973.,,,
55,41,Forest,Forest County,Great Lakes,Mole Lake LAR,Sokaogon Chippewa Community,1,1,,,,,,,
55,87,Outagamie,Outagamie County,Great Lakes,Oneida LAR,Oneida Nation,1,1,,,,,,,
55,9,Brown,Brown County,Great Lakes,Oneida LAR,Oneida Nation,1,1,,,,,,,
55,7,Bayfield,Bayfield County,Great Lakes,Red Cliff LAR,Red Cliff Band of Lake Superior Chippewa Indians,1,1,,,,,,,
55,95,Polk,Polk County,Great Lakes,St. Croix LAR,St. Croix Chippewa Indians,1,1,,,,,,,
55,5,Barron,Barron County,Great Lakes,St. Croix LAR,St. Croix Chippewa Indians,1,1,,,,,,,
55,13,Burnett,Burnett County,Great Lakes,St. Croix LAR,St. Croix Chippewa Indians,1,1,,,,,,,
55,115,Shawano,Shawano County,Great Lakes,Stockbridge Munsee LAR,Stockbridge Munsee Community,1,1,,,,,,,
55,78,Menominee,Menominee County,Great Lakes,Stockbridge Munsee LAR,Stockbridge Munsee Community,1,1,,,,,,,
56,13,Fremont,Fremont County,Wind River,Wind River LAR,Northern Arapaho and Eastern Shoshone,0,,,,,,,,
56,17,Hot Springs,Hot Springs County,Wind River,Wind River LAR,Northern Arapaho and Eastern Shoshone,0,,,,,,,,
56,35,Sublette,Sublette County,Wind River,Wind River LAR,Northern Arapaho and Eastern Shoshone,0,,,,,,,,
56,3,Big Horn,Big Horn County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
56,33,Sheridan,Sheridan County,Crow,Crow LAR,Crow Tribe,0,,,,,,,,
